,Race_result_Pos,Race_result_No,Driver,Race_result_Car,Race_result_Laps,Race_result_Time/Retired,Race_result_PTS,Fastest_laps_Pos,Fastest_laps_No,Fastest_laps_Car,Fastest_laps_Lap,Fastest_laps_Time,Fastest_laps_Avg_Speed,Pit_stop_summary_Stops,Pit_stop_summary_No,Pit_stop_summary_Car,Pit_stop_summary_Lap,Pit_stop_summary_Time_of_day,Pit_stop_summary_Time,Pit_stop_summary_Total,Starting_grid_Pos,Starting_grid_No,Starting_grid_Car,Starting_grid_Time,Qualifying_Pos,Qualifying_No,Qualifying_Car,Qualifying_Q1,Qualifying_Q2,Qualifying_Q3,Qualifying_Laps,Practice_3_Pos,Practice_3_No,Practice_3_Car,Practice_3_Time,Practice_3_Gap,Practice_3_Laps,Practice_2_Pos,Practice_2_No,Practice_2_Car,Practice_2_Time,Practice_2_Gap,Practice_2_Laps,Practice_1_Pos,Practice_1_No,Practice_1_Car,Practice_1_Time,Practice_1_Gap,Practice_1_Laps,location,year
59,2,2,Mark Webber WEB,Red Bull Racing Renault,56,+4.298s,18,6,2,Red Bull Racing Renault,45,1:40.685,198.190,2,2,Red Bull Racing Renault,19,16:38:48,20.736,41.746,5,2,Red Bull Racing Renault,1:52.244,5,2,Red Bull Racing Renault,1:37.619,1:36.449,1:52.244,14,4,2,Red Bull Racing Renault,1:36.613,+0.178s,20,5,2,Red Bull Racing Renault,1:37.026,+0.457s,29,1,2,Red Bull Racing Renault,1:36.935,,15,Malaysia,2013
60,2,2,Mark Webber WEB,Red Bull Racing Renault,56,+4.298s,18,6,2,Red Bull Racing Renault,45,1:40.685,198.190,3,2,Red Bull Racing Renault,31,16:59:38,20.883,1:02.629,5,2,Red Bull Racing Renault,1:52.244,5,2,Red Bull Racing Renault,1:37.619,1:36.449,1:52.244,14,4,2,Red Bull Racing Renault,1:36.613,+0.178s,20,5,2,Red Bull Racing Renault,1:37.026,+0.457s,29,1,2,Red Bull Racing Renault,1:36.935,,15,Malaysia,2013
61,2,2,Mark Webber WEB,Red Bull Racing Renault,56,+4.298s,18,6,2,Red Bull Racing Renault,45,1:40.685,198.190,4,2,Red Bull Racing Renault,43,17:20:16,20.767,1:23.396,5,2,Red Bull Racing Renault,1:52.244,5,2,Red Bull Racing Renault,1:37.619,1:36.449,1:52.244,14,4,2,Red Bull Racing Renault,1:36.613,+0.178s,20,5,2,Red Bull Racing Renault,1:37.026,+0.457s,29,1,2,Red Bull Racing Renault,1:36.935,,15,Malaysia,2013
62,3,10,Lewis Hamilton HAM,Mercedes,56,+12.181s,15,10,10,Mercedes,32,1:41.001,197.570,1,10,Mercedes,7,16:17:30,24.933,24.933,4,10,Mercedes,1:51.699,4,10,Mercedes,1:37.513,1:36.517,1:51.699,15,2,10,Mercedes,1:36.568,+0.133s,17,9,10,Mercedes,1:37.574,+1.005s,32,9,10,Mercedes,1:37.840,+0.905s,18,Malaysia,2013
63,3,10,Lewis Hamilton HAM,Mercedes,56,+12.181s,15,10,10,Mercedes,32,1:41.001,197.570,2,10,Mercedes,21,16:42:22,21.465,46.398,4,10,Mercedes,1:51.699,4,10,Mercedes,1:37.513,1:36.517,1:51.699,15,2,10,Mercedes,1:36.568,+0.133s,17,9,10,Mercedes,1:37.574,+1.005s,32,9,10,Mercedes,1:37.840,+0.905s,18,Malaysia,2013
64,3,10,Lewis Hamilton HAM,Mercedes,56,+12.181s,15,10,10,Mercedes,32,1:41.001,197.570,3,10,Mercedes,30,16:58:00,21.549,1:07.947,4,10,Mercedes,1:51.699,4,10,Mercedes,1:37.513,1:36.517,1:51.699,15,2,10,Mercedes,1:36.568,+0.133s,17,9,10,Mercedes,1:37.574,+1.005s,32,9,10,Mercedes,1:37.840,+0.905s,18,Malaysia,2013
65,3,10,Lewis Hamilton HAM,Mercedes,56,+12.181s,15,10,10,Mercedes,32,1:41.001,197.570,4,10,Mercedes,41,17:17:00,21.271,1:29.218,4,10,Mercedes,1:51.699,4,10,Mercedes,1:37.513,1:36.517,1:51.699,15,2,10,Mercedes,1:36.568,+0.133s,17,9,10,Mercedes,1:37.574,+1.005s,32,9,10,Mercedes,1:37.840,+0.905s,18,Malaysia,2013
66,4,9,Nico Rosberg ROS,Mercedes,56,+12.640s,12,8,9,Mercedes,44,1:40.755,198.052,1,9,Mercedes,8,16:19:28,22.028,22.028,6,9,Mercedes,1:52.519,6,9,Mercedes,1:37.239,1:36.190,1:52.519,14,9,9,Mercedes,1:36.949,+0.514s,25,7,9,Mercedes,1:37.448,+0.879s,32,5,9,Mercedes,1:37.588,+0.653s,19,Malaysia,2013
67,4,9,Nico Rosberg ROS,Mercedes,56,+12.640s,12,8,9,Mercedes,44,1:40.755,198.052,2,9,Mercedes,22,16:44:07,21.079,43.107,6,9,Mercedes,1:52.519,6,9,Mercedes,1:37.239,1:36.190,1:52.519,14,9,9,Mercedes,1:36.949,+0.514s,25,7,9,Mercedes,1:37.448,+0.879s,32,5,9,Mercedes,1:37.588,+0.653s,19,Malaysia,2013
68,4,9,Nico Rosberg ROS,Mercedes,56,+12.640s,12,8,9,Mercedes,44,1:40.755,198.052,3,9,Mercedes,31,16:59:42,22.114,1:05.221,6,9,Mercedes,1:52.519,6,9,Mercedes,1:37.239,1:36.190,1:52.519,14,9,9,Mercedes,1:36.949,+0.514s,25,7,9,Mercedes,1:37.448,+0.879s,32,5,9,Mercedes,1:37.588,+0.653s,19,Malaysia,2013
69,4,9,Nico Rosberg ROS,Mercedes,56,+12.640s,12,8,9,Mercedes,44,1:40.755,198.052,4,9,Mercedes,42,17:18:44,21.202,1:26.423,6,9,Mercedes,1:52.519,6,9,Mercedes,1:37.239,1:36.190,1:52.519,14,9,9,Mercedes,1:36.949,+0.514s,25,7,9,Mercedes,1:37.448,+0.879s,32,5,9,Mercedes,1:37.588,+0.653s,19,Malaysia,2013
70,5,4,Felipe Massa MAS,Ferrari,56,+25.648s,10,2,4,Ferrari,50,1:39.805,199.937,1,4,Ferrari,5,16:13:49,22.403,22.403,2,4,Ferrari,1:50.587,2,4,Ferrari,1:37.712,1:36.874,1:50.587,15,8,4,Ferrari,1:36.946,+0.511s,14,3,4,Ferrari,1:36.661,+0.092s,33,7,4,Ferrari,1:37.771,+0.836s,15,Malaysia,2013
71,5,4,Felipe Massa MAS,Ferrari,56,+25.648s,10,2,4,Ferrari,50,1:39.805,199.937,2,4,Ferrari,20,16:40:56,21.635,44.038,2,4,Ferrari,1:50.587,2,4,Ferrari,1:37.712,1:36.874,1:50.587,15,8,4,Ferrari,1:36.946,+0.511s,14,3,4,Ferrari,1:36.661,+0.092s,33,7,4,Ferrari,1:37.771,+0.836s,15,Malaysia,2013
72,5,4,Felipe Massa MAS,Ferrari,56,+25.648s,10,2,4,Ferrari,50,1:39.805,199.937,3,4,Ferrari,33,17:03:34,21.561,1:05.599,2,4,Ferrari,1:50.587,2,4,Ferrari,1:37.712,1:36.874,1:50.587,15,8,4,Ferrari,1:36.946,+0.511s,14,3,4,Ferrari,1:36.661,+0.092s,33,7,4,Ferrari,1:37.771,+0.836s,15,Malaysia,2013
73,5,4,Felipe Massa MAS,Ferrari,56,+25.648s,10,2,4,Ferrari,50,1:39.805,199.937,4,4,Ferrari,47,17:27:39,20.970,1:26.569,2,4,Ferrari,1:50.587,2,4,Ferrari,1:37.712,1:36.874,1:50.587,15,8,4,Ferrari,1:36.946,+0.511s,14,3,4,Ferrari,1:36.661,+0.092s,33,7,4,Ferrari,1:37.771,+0.836s,15,Malaysia,2013
74,6,8,Romain Grosjean GRO,Lotus Renault,56,+35.564s,8,11,8,Lotus Renault,37,1:41.226,197.131,1,8,Lotus Renault,7,16:17:52,22.105,22.105,11,8,Lotus Renault,1:37.636,11,8,Lotus Renault,1:37.363,1:37.636,,7,14,8,Lotus Renault,1:37.690,+1.255s,14,6,8,Lotus Renault,1:37.206,+0.637s,26,10,8,Lotus Renault,1:37.915,+0.980s,17,Malaysia,2013
75,6,8,Romain Grosjean GRO,Lotus Renault,56,+35.564s,8,11,8,Lotus Renault,37,1:41.226,197.131,2,8,Lotus Renault,20,16:40:57,21.812,43.917,11,8,Lotus Renault,1:37.636,11,8,Lotus Renault,1:37.363,1:37.636,,7,14,8,Lotus Renault,1:37.690,+1.255s,14,6,8,Lotus Renault,1:37.206,+0.637s,26,10,8,Lotus Renault,1:37.915,+0.980s,17,Malaysia,2013
76,6,8,Romain Grosjean GRO,Lotus Renault,56,+35.564s,8,11,8,Lotus Renault,37,1:41.226,197.131,3,8,Lotus Renault,35,17:07:03,22.385,1:06.302,11,8,Lotus Renault,1:37.636,11,8,Lotus Renault,1:37.363,1:37.636,,7,14,8,Lotus Renault,1:37.690,+1.255s,14,6,8,Lotus Renault,1:37.206,+0.637s,26,10,8,Lotus Renault,1:37.915,+0.980s,17,Malaysia,2013
77,7,7,Kimi Räikkönen RAI,Lotus Renault,56,+48.479s,6,13,7,Lotus Renault,37,1:41.769,196.079,1,7,Lotus Renault,6,16:15:57,25.905,25.905,10,7,Lotus Renault,1:52.970,7,7,Lotus Renault,1:36.959,1:36.640,1:52.970,12,5,7,Lotus Renault,1:36.806,+0.371s,19,1,7,Lotus Renault,1:36.569,,28,2,7,Lotus Renault,1:37.003,+0.068s,15,Malaysia,2013
78,7,7,Kimi Räikkönen RAI,Lotus Renault,56,+48.479s,6,13,7,Lotus Renault,37,1:41.769,196.079,2,7,Lotus Renault,21,16:42:42,22.677,48.582,10,7,Lotus Renault,1:52.970,7,7,Lotus Renault,1:36.959,1:36.640,1:52.970,12,5,7,Lotus Renault,1:36.806,+0.371s,19,1,7,Lotus Renault,1:36.569,,28,2,7,Lotus Renault,1:37.003,+0.068s,15,Malaysia,2013
79,7,7,Kimi Räikkönen RAI,Lotus Renault,56,+48.479s,6,13,7,Lotus Renault,37,1:41.769,196.079,3,7,Lotus Renault,34,17:05:22,21.903,1:10.485,10,7,Lotus Renault,1:52.970,7,7,Lotus Renault,1:36.959,1:36.640,1:52.970,12,5,7,Lotus Renault,1:36.806,+0.371s,19,1,7,Lotus Renault,1:36.569,,28,2,7,Lotus Renault,1:37.003,+0.068s,15,Malaysia,2013
80,8,11,Nico Hulkenberg HUL,Sauber Ferrari,56,+53.044s,4,7,11,Sauber Ferrari,46,1:40.727,198.107,1,11,Sauber Ferrari,7,16:17:44,22.996,22.996,12,11,Sauber Ferrari,1:38.125,12,11,Sauber Ferrari,1:37.931,1:38.125,,12,13,11,Sauber Ferrari,1:37.685,+1.250s,23,13,11,Sauber Ferrari,1:38.068,+1.499s,31,14,11,Sauber Ferrari,1:39.054,+2.119s,17,Malaysia,2013
81,8,11,Nico Hulkenberg HUL,Sauber Ferrari,56,+53.044s,4,7,11,Sauber Ferrari,46,1:40.727,198.107,2,11,Sauber Ferrari,21,16:42:39,21.699,44.695,12,11,Sauber Ferrari,1:38.125,12,11,Sauber Ferrari,1:37.931,1:38.125,,12,13,11,Sauber Ferrari,1:37.685,+1.250s,23,13,11,Sauber Ferrari,1:38.068,+1.499s,31,14,11,Sauber Ferrari,1:39.054,+2.119s,17,Malaysia,2013
82,8,11,Nico Hulkenberg HUL,Sauber Ferrari,56,+53.044s,4,7,11,Sauber Ferrari,46,1:40.727,198.107,3,11,Sauber Ferrari,34,17:05:21,22.629,1:07.324,12,11,Sauber Ferrari,1:38.125,12,11,Sauber Ferrari,1:37.931,1:38.125,,12,13,11,Sauber Ferrari,1:37.685,+1.250s,23,13,11,Sauber Ferrari,1:38.068,+1.499s,31,14,11,Sauber Ferrari,1:39.054,+2.119s,17,Malaysia,2013
83,8,11,Nico Hulkenberg HUL,Sauber Ferrari,56,+53.044s,4,7,11,Sauber Ferrari,46,1:40.727,198.107,4,11,Sauber Ferrari,44,17:22:50,23.198,1:30.522,12,11,Sauber Ferrari,1:38.125,12,11,Sauber Ferrari,1:37.931,1:38.125,,12,13,11,Sauber Ferrari,1:37.685,+1.250s,23,13,11,Sauber Ferrari,1:38.068,+1.499s,31,14,11,Sauber Ferrari,1:39.054,+2.119s,17,Malaysia,2013
84,9,6,Sergio Perez PER,McLaren Mercedes,56,+72.357s,2,1,6,McLaren Mercedes,56,1:39.199,201.159,1,6,McLaren Mercedes,7,16:17:51,21.583,21.583,9,6,McLaren Mercedes,1:54.136,10,6,McLaren Mercedes,1:37.702,1:37.342,1:54.136,16,12,6,McLaren Mercedes,1:37.538,+1.103s,12,11,6,McLaren Mercedes,1:37.838,+1.269s,21,13,6,McLaren Mercedes,1:38.830,+1.895s,17,Malaysia,2013
85,9,6,Sergio Perez PER,McLaren Mercedes,56,+72.357s,2,1,6,McLaren Mercedes,56,1:39.199,201.159,2,6,McLaren Mercedes,22,16:44:32,20.894,42.477,9,6,McLaren Mercedes,1:54.136,10,6,McLaren Mercedes,1:37.702,1:37.342,1:54.136,16,12,6,McLaren Mercedes,1:37.538,+1.103s,12,11,6,McLaren Mercedes,1:37.838,+1.269s,21,13,6,McLaren Mercedes,1:38.830,+1.895s,17,Malaysia,2013
86,9,6,Sergio Perez PER,McLaren Mercedes,56,+72.357s,2,1,6,McLaren Mercedes,56,1:39.199,201.159,3,6,McLaren Mercedes,33,17:03:40,21.338,1:03.815,9,6,McLaren Mercedes,1:54.136,10,6,McLaren Mercedes,1:37.702,1:37.342,1:54.136,16,12,6,McLaren Mercedes,1:37.538,+1.103s,12,11,6,McLaren Mercedes,1:37.838,+1.269s,21,13,6,McLaren Mercedes,1:38.830,+1.895s,17,Malaysia,2013
87,9,6,Sergio Perez PER,McLaren Mercedes,56,+72.357s,2,1,6,McLaren Mercedes,56,1:39.199,201.159,4,6,McLaren Mercedes,54,17:40:12,21.366,1:25.181,9,6,McLaren Mercedes,1:54.136,10,6,McLaren Mercedes,1:37.702,1:37.342,1:54.136,16,12,6,McLaren Mercedes,1:37.538,+1.103s,12,11,6,McLaren Mercedes,1:37.838,+1.269s,21,13,6,McLaren Mercedes,1:38.830,+1.895s,17,Malaysia,2013
88,10,18,Jean-Eric Vergne VER,STR Ferrari,56,+87.124s,1,4,18,STR Ferrari,45,1:40.492,198.571,1,18,STR Ferrari,7,16:17:57,49.216,49.216,17,18,STR Ferrari,1:38.157,17,18,STR Ferrari,1:38.157,,,8,17,18,STR Ferrari,1:38.376,+1.941s,16,15,18,STR Ferrari,1:38.738,+2.169s,31,17,18,STR Ferrari,1:39.284,+2.349s,17,Malaysia,2013
89,10,18,Jean-Eric Vergne VER,STR Ferrari,56,+87.124s,1,4,18,STR Ferrari,45,1:40.492,198.571,2,18,STR Ferrari,26,16:52:14,21.638,1:10.854,17,18,STR Ferrari,1:38.157,17,18,STR Ferrari,1:38.157,,,8,17,18,STR Ferrari,1:38.376,+1.941s,16,15,18,STR Ferrari,1:38.738,+2.169s,31,17,18,STR Ferrari,1:39.284,+2.349s,17,Malaysia,2013
90,10,18,Jean-Eric Vergne VER,STR Ferrari,56,+87.124s,1,4,18,STR Ferrari,45,1:40.492,198.571,3,18,STR Ferrari,43,17:21:38,21.702,1:32.556,17,18,STR Ferrari,1:38.157,17,18,STR Ferrari,1:38.157,,,8,17,18,STR Ferrari,1:38.376,+1.941s,16,15,18,STR Ferrari,1:38.738,+2.169s,31,17,18,STR Ferrari,1:39.284,+2.349s,17,Malaysia,2013
91,11,17,Valtteri Bottas BOT,Williams Renault,56,+88.610s,0,12,17,Williams Renault,54,1:41.373,196.845,1,17,Williams Renault,6,16:16:09,24.960,24.960,18,17,Williams Renault,1:38.207,18,17,Williams Renault,1:38.207,,,7,15,17,Williams Renault,1:37.936,+1.501s,16,19,17,Williams Renault,1:39.660,+3.091s,28,16,17,Williams Renault,1:39.208,+2.273s,19,Malaysia,2013
92,11,17,Valtteri Bottas BOT,Williams Renault,56,+88.610s,0,12,17,Williams Renault,54,1:41.373,196.845,2,17,Williams Renault,22,16:44:54,28.045,53.005,18,17,Williams Renault,1:38.207,18,17,Williams Renault,1:38.207,,,7,15,17,Williams Renault,1:37.936,+1.501s,16,19,17,Williams Renault,1:39.660,+3.091s,28,16,17,Williams Renault,1:39.208,+2.273s,19,Malaysia,2013
93,11,17,Valtteri Bottas BOT,Williams Renault,56,+88.610s,0,12,17,Williams Renault,54,1:41.373,196.845,3,17,Williams Renault,40,17:16:24,22.937,1:15.942,18,17,Williams Renault,1:38.207,18,17,Williams Renault,1:38.207,,,7,15,17,Williams Renault,1:37.936,+1.501s,16,19,17,Williams Renault,1:39.660,+3.091s,28,16,17,Williams Renault,1:39.208,+2.273s,19,Malaysia,2013
94,12,12,Esteban Gutierrez GUT,Sauber Ferrari,55,+1 lap,0,9,12,Sauber Ferrari,54,1:40.929,197.711,1,12,Sauber Ferrari,7,16:17:55,24.397,24.397,14,12,Sauber Ferrari,1:39.221,14,12,Sauber Ferrari,1:37.707,1:39.221,,14,16,12,Sauber Ferrari,1:38.294,+1.859s,17,14,12,Sauber Ferrari,1:38.645,+2.076s,23,15,12,Sauber Ferrari,1:39.204,+2.269s,16,Malaysia,2013
95,12,12,Esteban Gutierrez GUT,Sauber Ferrari,55,+1 lap,0,9,12,Sauber Ferrari,54,1:40.929,197.711,2,12,Sauber Ferrari,22,16:44:52,22.575,46.972,14,12,Sauber Ferrari,1:39.221,14,12,Sauber Ferrari,1:37.707,1:39.221,,14,16,12,Sauber Ferrari,1:38.294,+1.859s,17,14,12,Sauber Ferrari,1:38.645,+2.076s,23,15,12,Sauber Ferrari,1:39.204,+2.269s,16,Malaysia,2013
96,12,12,Esteban Gutierrez GUT,Sauber Ferrari,55,+1 lap,0,9,12,Sauber Ferrari,54,1:40.929,197.711,3,12,Sauber Ferrari,36,17:09:30,22.394,1:09.366,14,12,Sauber Ferrari,1:39.221,14,12,Sauber Ferrari,1:37.707,1:39.221,,14,16,12,Sauber Ferrari,1:38.294,+1.859s,17,14,12,Sauber Ferrari,1:38.645,+2.076s,23,15,12,Sauber Ferrari,1:39.204,+2.269s,16,Malaysia,2013
97,12,12,Esteban Gutierrez GUT,Sauber Ferrari,55,+1 lap,0,9,12,Sauber Ferrari,54,1:40.929,197.711,4,12,Sauber Ferrari,51,17:35:38,22.542,1:31.908,14,12,Sauber Ferrari,1:39.221,14,12,Sauber Ferrari,1:37.707,1:39.221,,14,16,12,Sauber Ferrari,1:38.294,+1.859s,17,14,12,Sauber Ferrari,1:38.645,+2.076s,23,15,12,Sauber Ferrari,1:39.204,+2.269s,16,Malaysia,2013
98,13,22,Jules Bianchi BIA,Marussia Cosworth,55,+1 lap,0,14,22,Marussia Cosworth,47,1:42.423,194.827,1,22,Marussia Cosworth,6,16:16:07,26.546,26.546,19,22,Marussia Cosworth,1:38.434,19,22,Marussia Cosworth,1:38.434,,,8,20,22,Marussia Cosworth,1:39.717,+3.282s,21,18,22,Marussia Cosworth,1:39.508,+2.939s,30,20,22,Marussia Cosworth,1:40.996,+4.061s,14,Malaysia,2013
99,13,22,Jules Bianchi BIA,Marussia Cosworth,55,+1 lap,0,14,22,Marussia Cosworth,47,1:42.423,194.827,2,22,Marussia Cosworth,17,16:36:29,23.755,50.301,19,22,Marussia Cosworth,1:38.434,19,22,Marussia Cosworth,1:38.434,,,8,20,22,Marussia Cosworth,1:39.717,+3.282s,21,18,22,Marussia Cosworth,1:39.508,+2.939s,30,20,22,Marussia Cosworth,1:40.996,+4.061s,14,Malaysia,2013
100,13,22,Jules Bianchi BIA,Marussia Cosworth,55,+1 lap,0,14,22,Marussia Cosworth,47,1:42.423,194.827,3,22,Marussia Cosworth,29,16:57:51,22.017,1:12.318,19,22,Marussia Cosworth,1:38.434,19,22,Marussia Cosworth,1:38.434,,,8,20,22,Marussia Cosworth,1:39.717,+3.282s,21,18,22,Marussia Cosworth,1:39.508,+2.939s,30,20,22,Marussia Cosworth,1:40.996,+4.061s,14,Malaysia,2013
101,13,22,Jules Bianchi BIA,Marussia Cosworth,55,+1 lap,0,14,22,Marussia Cosworth,47,1:42.423,194.827,4,22,Marussia Cosworth,43,17:22:37,22.335,1:34.653,19,22,Marussia Cosworth,1:38.434,19,22,Marussia Cosworth,1:38.434,,,8,20,22,Marussia Cosworth,1:39.717,+3.282s,21,18,22,Marussia Cosworth,1:39.508,+2.939s,30,20,22,Marussia Cosworth,1:40.996,+4.061s,14,Malaysia,2013
102,14,20,Charles Pic PIC,Caterham Renault,55,+1 lap,0,17,20,Caterham Renault,51,1:42.942,193.845,1,20,Caterham Renault,7,16:18:03,44.428,44.428,20,20,Caterham Renault,1:39.314,20,20,Caterham Renault,1:39.314,,,6,19,20,Caterham Renault,1:38.995,+2.560s,18,20,20,Caterham Renault,1:40.757,+4.188s,29,21,20,Caterham Renault,1:41.163,+4.228s,18,Malaysia,2013
103,14,20,Charles Pic PIC,Caterham Renault,55,+1 lap,0,17,20,Caterham Renault,51,1:42.942,193.845,2,20,Caterham Renault,20,16:41:58,25.015,1:09.443,20,20,Caterham Renault,1:39.314,20,20,Caterham Renault,1:39.314,,,6,19,20,Caterham Renault,1:38.995,+2.560s,18,20,20,Caterham Renault,1:40.757,+4.188s,29,21,20,Caterham Renault,1:41.163,+4.228s,18,Malaysia,2013
104,14,20,Charles Pic PIC,Caterham Renault,55,+1 lap,0,17,20,Caterham Renault,51,1:42.942,193.845,3,20,Caterham Renault,32,17:03:34,23.373,1:32.816,20,20,Caterham Renault,1:39.314,20,20,Caterham Renault,1:39.314,,,6,19,20,Caterham Renault,1:38.995,+2.560s,18,20,20,Caterham Renault,1:40.757,+4.188s,29,21,20,Caterham Renault,1:41.163,+4.228s,18,Malaysia,2013
105,14,20,Charles Pic PIC,Caterham Renault,55,+1 lap,0,17,20,Caterham Renault,51,1:42.942,193.845,4,20,Caterham Renault,43,17:23:04,23.844,1:56.660,20,20,Caterham Renault,1:39.314,20,20,Caterham Renault,1:39.314,,,6,19,20,Caterham Renault,1:38.995,+2.560s,18,20,20,Caterham Renault,1:40.757,+4.188s,29,21,20,Caterham Renault,1:41.163,+4.228s,18,Malaysia,2013
106,15,21,Giedo van der Garde VDG,Caterham Renault,55,+1 lap,0,20,21,Caterham Renault,44,1:43.157,193.441,1,21,Caterham Renault,6,16:16:05,23.252,23.252,22,21,Caterham Renault,1:39.932,22,21,Caterham Renault,1:39.932,,,6,21,21,Caterham Renault,1:40.209,+3.774s,18,21,21,Caterham Renault,1:40.768,+4.199s,32,19,21,Caterham Renault,1:40.728,+3.793s,17,Malaysia,2013
107,15,21,Giedo van der Garde VDG,Caterham Renault,55,+1 lap,0,20,21,Caterham Renault,44,1:43.157,193.441,2,21,Caterham Renault,18,16:38:15,22.706,45.958,22,21,Caterham Renault,1:39.932,22,21,Caterham Renault,1:39.932,,,6,21,21,Caterham Renault,1:40.209,+3.774s,18,21,21,Caterham Renault,1:40.768,+4.199s,32,19,21,Caterham Renault,1:40.728,+3.793s,17,Malaysia,2013
108,15,21,Giedo van der Garde VDG,Caterham Renault,55,+1 lap,0,20,21,Caterham Renault,44,1:43.157,193.441,3,21,Caterham Renault,28,16:56:15,25.118,1:11.076,22,21,Caterham Renault,1:39.932,22,21,Caterham Renault,1:39.932,,,6,21,21,Caterham Renault,1:40.209,+3.774s,18,21,21,Caterham Renault,1:40.768,+4.199s,32,19,21,Caterham Renault,1:40.728,+3.793s,17,Malaysia,2013
109,15,21,Giedo van der Garde VDG,Caterham Renault,55,+1 lap,0,20,21,Caterham Renault,44,1:43.157,193.441,4,21,Caterham Renault,42,17:21:22,22.744,1:33.820,22,21,Caterham Renault,1:39.932,22,21,Caterham Renault,1:39.932,,,6,21,21,Caterham Renault,1:40.209,+3.774s,18,21,21,Caterham Renault,1:40.768,+4.199s,32,19,21,Caterham Renault,1:40.728,+3.793s,17,Malaysia,2013
110,16,23,Max Chilton CHI,Marussia Cosworth,54,+2 laps,0,19,23,Marussia Cosworth,44,1:43.150,193.454,1,23,Marussia Cosworth,6,16:16:12,30.365,30.365,21,23,Marussia Cosworth,1:39.672,21,23,Marussia Cosworth,1:39.672,,,8,22,23,Marussia Cosworth,1:40.495,+4.060s,18,22,23,Marussia Cosworth,1:41.438,+4.869s,23,22,23,Marussia Cosworth,1:41.513,+4.578s,14,Malaysia,2013
111,16,23,Max Chilton CHI,Marussia Cosworth,54,+2 laps,0,19,23,Marussia Cosworth,44,1:43.150,193.454,2,23,Marussia Cosworth,19,16:40:11,22.668,53.033,21,23,Marussia Cosworth,1:39.672,21,23,Marussia Cosworth,1:39.672,,,8,22,23,Marussia Cosworth,1:40.495,+4.060s,18,22,23,Marussia Cosworth,1:41.438,+4.869s,23,22,23,Marussia Cosworth,1:41.513,+4.578s,14,Malaysia,2013
112,16,23,Max Chilton CHI,Marussia Cosworth,54,+2 laps,0,19,23,Marussia Cosworth,44,1:43.150,193.454,3,23,Marussia Cosworth,31,17:01:52,22.115,1:15.148,21,23,Marussia Cosworth,1:39.672,21,23,Marussia Cosworth,1:39.672,,,8,22,23,Marussia Cosworth,1:40.495,+4.060s,18,22,23,Marussia Cosworth,1:41.438,+4.869s,23,22,23,Marussia Cosworth,1:41.513,+4.578s,14,Malaysia,2013
113,16,23,Max Chilton CHI,Marussia Cosworth,54,+2 laps,0,19,23,Marussia Cosworth,44,1:43.150,193.454,4,23,Marussia Cosworth,41,17:19:43,22.271,1:37.419,21,23,Marussia Cosworth,1:39.672,21,23,Marussia Cosworth,1:39.672,,,8,22,23,Marussia Cosworth,1:40.495,+4.060s,18,22,23,Marussia Cosworth,1:41.438,+4.869s,23,22,23,Marussia Cosworth,1:41.513,+4.578s,14,Malaysia,2013
114,17,5,Jenson Button BUT,McLaren Mercedes,53,DNF,0,5,5,McLaren Mercedes,43,1:40.556,198.444,1,5,McLaren Mercedes,7,16:17:43,22.448,22.448,7,5,McLaren Mercedes,1:53.175,8,5,McLaren Mercedes,1:37.487,1:37.117,1:53.175,14,7,5,McLaren Mercedes,1:36.822,+0.387s,16,12,5,McLaren Mercedes,1:37.865,+1.296s,29,11,5,McLaren Mercedes,1:38.173,+1.238s,16,Malaysia,2013
115,17,5,Jenson Button BUT,McLaren Mercedes,53,DNF,0,5,5,McLaren Mercedes,43,1:40.556,198.444,2,5,McLaren Mercedes,21,16:42:32,21.028,43.476,7,5,McLaren Mercedes,1:53.175,8,5,McLaren Mercedes,1:37.487,1:37.117,1:53.175,14,7,5,McLaren Mercedes,1:36.822,+0.387s,16,12,5,McLaren Mercedes,1:37.865,+1.296s,29,11,5,McLaren Mercedes,1:38.173,+1.238s,16,Malaysia,2013
116,17,5,Jenson Button BUT,McLaren Mercedes,53,DNF,0,5,5,McLaren Mercedes,43,1:40.556,198.444,3,5,McLaren Mercedes,35,17:06:47,1:44.833,2:28.309,7,5,McLaren Mercedes,1:53.175,8,5,McLaren Mercedes,1:37.487,1:37.117,1:53.175,14,7,5,McLaren Mercedes,1:36.822,+0.387s,16,12,5,McLaren Mercedes,1:37.865,+1.296s,29,11,5,McLaren Mercedes,1:38.173,+1.238s,16,Malaysia,2013
117,18,19,Daniel Ricciardo RIC,STR Ferrari,51,DNF,0,15,19,STR Ferrari,35,1:42.581,194.527,1,19,STR Ferrari,6,16:15:56,22.416,22.416,13,19,STR Ferrari,1:38.822,13,19,STR Ferrari,1:37.722,1:38.822,,12,18,19,STR Ferrari,1:38.425,+1.990s,15,17,19,STR Ferrari,1:38.904,+2.335s,31,18,19,STR Ferrari,1:39.567,+2.632s,16,Malaysia,2013
118,18,19,Daniel Ricciardo RIC,STR Ferrari,51,DNF,0,15,19,STR Ferrari,35,1:42.581,194.527,2,19,STR Ferrari,19,16:39:32,22.388,44.804,13,19,STR Ferrari,1:38.822,13,19,STR Ferrari,1:37.722,1:38.822,,12,18,19,STR Ferrari,1:38.425,+1.990s,15,17,19,STR Ferrari,1:38.904,+2.335s,31,18,19,STR Ferrari,1:39.567,+2.632s,16,Malaysia,2013
